ID,sub_specie,claw_length_cm,endangered,size_cm,specie,tail_length_cm,weight_kg
995,Pale-throated sloth,9.015,least_concern,48.707,three_toed,4.671,4.404
996,Pale-throated sloth,5.872,least_concern,49.238,three_toed,4.804,3.725
997,Pale-throated sloth,7.488,least_concern,50.452,three_toed,5.199,5.714
998,Pale-throated sloth,8.134,least_concern,50.038,three_toed,4.584,5.114
999,Pale-throated sloth,8.079,least_concern,49.381,three_toed,3.909,4.761
1000,Pale-throated sloth,6.783,least_concern,50.114,three_toed,5.019,3.744
1001,Pale-throated sloth,6.421,least_concern,49.897,three_toed,5.336,5.161
1002,Pale-throated sloth,7.506,least_concern,50.069,three_toed,7.001,5.805
1003,Pale-throated sloth,6.727,least_concern,49.011,three_toed,3.972,4.516
1004,Pale-throated sloth,6.572,least_concern,49.808,three_toed,5.137,2.982
1005,Pale-throated sloth,8.304,least_concern,48.966,three_toed,5.438,4.971
1006,Pale-throated sloth,8.517,least_concern,50.4,three_toed,6.762,3.195
1007,Pale-throated sloth,6.872,least_concern,49.225,three_toed,3.523,6.003
1008,Pale-throated sloth,7.321,least_concern,49.294,three_toed,4.67,5.903
1009,Pale-throated sloth,6.187,least_concern,50.242,three_toed,5.418,3.459
1010,Pale-throated sloth,6.27,least_concern,50.108,three_toed,4.482,3.799
1011,Pale-throated sloth,6.962,least_concern,50.727,three_toed,5.694,5.318
1012,Pale-throated sloth,6.517,least_concern,50.964,three_toed,4.592,4.274
1013,Pale-throated sloth,6.934,least_concern,50.455,three_toed,4.309,5.413
1014,Pale-throated sloth,8.074,least_concern,50.586,three_toed,4.541,4.113
1015,Pale-throated sloth,7.485,least_concern,50.313,three_toed,5.982,2.512
1016,Pale-throated sloth,8.613,least_concern,50.042,three_toed,2.819,5.149
1017,Pale-throated sloth,9.524,least_concern,48.851,three_toed,5.432,4.921
1018,Pale-throated sloth,6.542,least_concern,50.863,three_toed,3.301,5.591
1019,Pale-throated sloth,7.151,least_concern,47.823,three_toed,6.564,4.729
1020,Pale-throated sloth,8.125,least_concern,50.106,three_toed,4.042,3.693
1021,Pale-throated sloth,8.102,least_concern,51.623,three_toed,4.773,5.233
1022,Pale-throated sloth,8.592,least_concern,48.721,three_toed,5.292,5.602
1023,Pale-throated sloth,6.585,least_concern,49.719,three_toed,5.907,3.62
1024,Pale-throated sloth,6.645,least_concern,49.743,three_toed,5.693,3.11
1025,Pale-throated sloth,6.268,least_concern,50.153,three_toed,5.347,3.527
1026,Pale-throated sloth,6.998,least_concern,49.415,three_toed,4.502,5.341
1027,Pale-throated sloth,7.513,least_concern,50.896,three_toed,3.831,4.24
1028,Pale-throated sloth,7.067,least_concern,50,three_toed,4.21,5.47
1029,Pale-throated sloth,8.312,least_concern,50.507,three_toed,4.201,4.033
1030,Pale-throated sloth,8.386,least_concern,50.904,three_toed,3.996,6.512
1031,Pale-throated sloth,10.04,least_concern,50.59,three_toed,4.491,4.267
1032,Pale-throated sloth,6.845,least_concern,50.146,three_toed,4.853,5.61
1033,Pale-throated sloth,7.405,least_concern,49.506,three_toed,2.861,4.82
1034,Pale-throated sloth,9.261,least_concern,48.314,three_toed,6.022,4.752
1035,Pale-throated sloth,7.636,least_concern,49.401,three_toed,5.315,4.958
1036,Pale-throated sloth,6.712,least_concern,48.873,three_toed,5.132,4.47
1037,Pale-throated sloth,7.442,least_concern,48.507,three_toed,4.107,4.775
1038,Pale-throated sloth,7.363,least_concern,50.142,three_toed,5.067,6.709
1039,Pale-throated sloth,8.266,least_concern,49.772,three_toed,6.349,4.348
1040,Pale-throated sloth,6.126,least_concern,49.195,three_toed,5.975,5.634
1041,Pale-throated sloth,5.717,least_concern,49.291,three_toed,6.633,5.057
1042,Pale-throated sloth,6.645,least_concern,51.078,three_toed,6.112,4.232
1043,Pale-throated sloth,6.163,least_concern,50.779,three_toed,3.335,4.585
1044,Pale-throated sloth,9.059,least_concern,50.047,three_toed,5.32,4.269
1045,Pale-throated sloth,6.748,least_concern,50.773,three_toed,6.774,3.309
1046,Pale-throated sloth,6.234,least_concern,49.607,three_toed,5.004,3.577
1047,Pale-throated sloth,6.497,least_concern,50.291,three_toed,5.007,4.631
1048,Pale-throated sloth,9.479,least_concern,49.036,three_toed,3.733,5.68
1049,Pale-throated sloth,7.133,least_concern,48.403,three_toed,5.89,6.077
1050,Pale-throated sloth,8.7,least_concern,51.309,three_toed,5.451,3.199
1051,Pale-throated sloth,9.605,least_concern,50.254,three_toed,2.657,3.834
1052,Pale-throated sloth,6.718,least_concern,51.424,three_toed,4.133,3.077
1053,Pale-throated sloth,8.365,least_concern,50.331,three_toed,5.487,2.315
1054,Pale-throated sloth,6.413,least_concern,49.75,three_toed,4.537,4.354
1055,Pale-throated sloth,8.493,least_concern,48.217,three_toed,4.103,7.737
1056,Pale-throated sloth,7.549,least_concern,49.662,three_toed,5.621,6.133
1057,Pale-throated sloth,7.356,least_concern,47.868,three_toed,6.487,4.099
1058,Pale-throated sloth,5.812,least_concern,49.561,three_toed,3.716,4.642
1059,Pale-throated sloth,7.07,least_concern,49.749,three_toed,4.09,6.033
1060,Pale-throated sloth,7.716,least_concern,49.565,three_toed,5.301,4.254
1061,Pale-throated sloth,8.016,least_concern,51.696,three_toed,3.869,5.796
1062,Pale-throated sloth,7.827,least_concern,48.489,three_toed,5.93,7.24
1063,Pale-throated sloth,8.746,least_concern,49.083,three_toed,4.818,5.245
1064,Pale-throated sloth,7.655,least_concern,51.07,three_toed,6.255,5.282
1065,Pale-throated sloth,6.152,least_concern,49.097,three_toed,6.045,5.101
1066,Pale-throated sloth,7.445,least_concern,49.45,three_toed,6.06,3.577
1067,Pale-throated sloth,7.424,least_concern,50.881,three_toed,5.59,5.262
1068,Pale-throated sloth,6.075,least_concern,48.704,three_toed,6.208,6.021
1069,Pale-throated sloth,4.799,least_concern,49.477,three_toed,4.813,5.861
1070,Pale-throated sloth,8.974,least_concern,50.424,three_toed,3.636,5.945
1071,Pale-throated sloth,7.773,least_concern,47.351,three_toed,3.15,4.96
1072,Pale-throated sloth,8.634,least_concern,49.647,three_toed,4.814,4.914
1073,Pale-throated sloth,4.864,least_concern,51.829,three_toed,5.339,2.307
1074,Pale-throated sloth,8.84,least_concern,50.495,three_toed,4.861,3.876
1075,Pale-throated sloth,6.572,least_concern,50.197,three_toed,5.062,2.68
1076,Pale-throated sloth,8.146,least_concern,49.605,three_toed,5.71,6.051
1077,Pale-throated sloth,6.694,least_concern,50.536,three_toed,5.386,4.969
1078,Pale-throated sloth,6.653,least_concern,47.984,three_toed,4.794,3.08
1079,Pale-throated sloth,7.33,least_concern,52.835,three_toed,4.421,3.785
1080,Pale-throated sloth,7.359,least_concern,49.822,three_toed,5.857,5.101
1081,Pale-throated sloth,7.146,least_concern,48.112,three_toed,5.919,5.765
1082,Pale-throated sloth,8.818,least_concern,49.634,three_toed,5.33,4.237
1083,Pale-throated sloth,6.518,least_concern,48.598,three_toed,7.055,3.679
1084,Pale-throated sloth,7.255,least_concern,50.561,three_toed,4.449,5.396
1085,Pale-throated sloth,5.999,least_concern,48.864,three_toed,5.695,2.98
1086,Pale-throated sloth,5.73,least_concern,51.069,three_toed,5.43,5.504
1087,Pale-throated sloth,8.382,least_concern,48.237,three_toed,3.888,4.57
1088,Pale-throated sloth,6.632,least_concern,51.194,three_toed,6.187,5.995
1089,Pale-throated sloth,8.443,least_concern,50.791,three_toed,5.582,6.391
1090,Pale-throated sloth,6.706,least_concern,49.771,three_toed,3.071,2.913
1091,Pale-throated sloth,7.717,least_concern,50.255,three_toed,5.208,5.09
1092,Pale-throated sloth,9.002,least_concern,48.927,three_toed,5.352,4.912
1093,Pale-throated sloth,8.182,least_concern,49.438,three_toed,5.623,4.733
1094,Pale-throated sloth,10.161,least_concern,48.421,three_toed,4.79,3.397
1095,Pale-throated sloth,8.427,least_concern,49.907,three_toed,4.473,5.264
1096,Pale-throated sloth,7.076,least_concern,49.276,three_toed,5.612,6.35
1097,Pale-throated sloth,7.071,least_concern,49.912,three_toed,5.395,2.828
1098,Pale-throated sloth,6.656,least_concern,48.806,three_toed,3.861,4.457
1099,Pale-throated sloth,7.67,least_concern,49.409,three_toed,6.823,4.012
1100,Pale-throated sloth,7.873,least_concern,50.355,three_toed,3.337,3.816
1101,Pale-throated sloth,8.954,least_concern,49.695,three_toed,4.228,4.169
1102,Pale-throated sloth,7.182,least_concern,48.685,three_toed,4.489,4.637
1103,Pale-throated sloth,7.638,least_concern,50.415,three_toed,4.471,5.893
1104,Pale-throated sloth,7.989,least_concern,49.042,three_toed,4.661,2.423
1105,Pale-throated sloth,7.465,least_concern,49.466,three_toed,4.899,5.427
1106,Pale-throated sloth,5.785,least_concern,50.179,three_toed,5.373,5.33
1107,Pale-throated sloth,8.348,least_concern,50.761,three_toed,6.087,3.201
1108,Pale-throated sloth,6.147,least_concern,48.85,three_toed,4.616,4.816
1109,Pale-throated sloth,6.311,least_concern,48.775,three_toed,5.2,4.73
1110,Pale-throated sloth,8.875,least_concern,49.806,three_toed,5.411,3.386
1111,Pale-throated sloth,7.027,least_concern,50.433,three_toed,3.395,2.991
1112,Pale-throated sloth,9.703,least_concern,48.409,three_toed,5.261,5.192
1113,Pale-throated sloth,6.395,least_concern,49.396,three_toed,3.743,5.582
1114,Pale-throated sloth,7.19,least_concern,49.792,three_toed,3.457,6.373
1115,Pale-throated sloth,6.437,least_concern,50.286,three_toed,4.48,2.962
1116,Pale-throated sloth,6.628,least_concern,51.342,three_toed,4.273,5.853
1117,Pale-throated sloth,7.939,least_concern,48.522,three_toed,4.509,4.821
1118,Pale-throated sloth,7.427,least_concern,51.08,three_toed,4.654,3.169
1119,Pale-throated sloth,7.304,least_concern,50.539,three_toed,4.622,3.575
1120,Pale-throated sloth,8.088,least_concern,49.923,three_toed,3.524,5.633
1121,Pale-throated sloth,8.262,least_concern,49.094,three_toed,5.385,4.481
1122,Pale-throated sloth,8.277,least_concern,50.937,three_toed,5.415,4.063
1123,Pale-throated sloth,6.79,least_concern,50.034,three_toed,4.471,3.551
1124,Pale-throated sloth,8.217,least_concern,49.011,three_toed,3.533,6.121
1125,Pale-throated sloth,7.915,least_concern,49.682,three_toed,5.481,4.341
1126,Pale-throated sloth,6.975,least_concern,49.589,three_toed,5.65,5.019
1127,Pale-throated sloth,6.368,least_concern,48.698,three_toed,4.882,5.139
1128,Pale-throated sloth,8.244,least_concern,50.404,three_toed,5.039,4.688
1129,Pale-throated sloth,7.12,least_concern,49.59,three_toed,5.624,3.565
1130,Pale-throated sloth,5.436,least_concern,49.198,three_toed,4.637,2.895
1131,Pale-throated sloth,7.84,least_concern,49.813,three_toed,5.651,5.524
1132,Pale-throated sloth,7.506,least_concern,49.739,three_toed,5.804,5.731
1133,Pale-throated sloth,7.237,least_concern,49.743,three_toed,5.35,6.394
1134,Pale-throated sloth,8.333,least_concern,49.892,three_toed,5.014,4.475
1135,Pale-throated sloth,8.399,least_concern,50.957,three_toed,5.059,5.248
1136,Pale-throated sloth,7.102,least_concern,50.392,three_toed,4.221,1.223
1137,Pale-throated sloth,6.349,least_concern,49.126,three_toed,6.462,4.706
1138,Pale-throated sloth,6.365,least_concern,50.907,three_toed,4.677,4.767
1139,Pale-throated sloth,6.01,least_concern,51.132,three_toed,3.793,3.221
1140,Pale-throated sloth,7.292,least_concern,49.677,three_toed,4.784,7.667
1141,Pale-throated sloth,8.154,least_concern,50.899,three_toed,6.471,5.628
1142,Pale-throated sloth,7.195,least_concern,49.905,three_toed,4.855,5.737
1143,Pale-throated sloth,7.526,least_concern,50.524,three_toed,4.835,4.733
1144,Pale-throated sloth,8.227,least_concern,49.78,three_toed,5.286,4.453
1145,Pale-throated sloth,6.63,least_concern,50.966,three_toed,4.724,4.454
1146,Pale-throated sloth,7.284,least_concern,47.19,three_toed,4.925,3.016
1147,Pale-throated sloth,9.105,least_concern,49.361,three_toed,4.133,4.364
1148,Pale-throated sloth,7.678,least_concern,50.434,three_toed,3.955,2.235
1149,Pale-throated sloth,8.037,least_concern,50.567,three_toed,4.931,4.484
1150,Pale-throated sloth,8.72,least_concern,50.188,three_toed,4.513,5.12
1151,Pale-throated sloth,6.879,least_concern,49.733,three_toed,4.356,4.432
1152,Pale-throated sloth,8.096,least_concern,50.031,three_toed,4.451,3.427
1153,Pale-throated sloth,5.599,least_concern,50.751,three_toed,7.158,3.805
1154,Pale-throated sloth,8.564,least_concern,50.884,three_toed,4.568,3.667
1155,Pale-throated sloth,7.173,least_concern,51.386,three_toed,3.617,4.074
1156,Pale-throated sloth,7.228,least_concern,48.849,three_toed,6.082,5.65
1157,Pale-throated sloth,8.149,least_concern,49.721,three_toed,5.798,4.368
1158,Pale-throated sloth,6.77,least_concern,50.642,three_toed,4.751,5.585
1159,Pale-throated sloth,7.676,least_concern,50.016,three_toed,4.654,4.521
1160,Pale-throated sloth,9.855,least_concern,51.121,three_toed,5.573,5.834
1161,Pale-throated sloth,8.131,least_concern,48.201,three_toed,5.955,3.615
1162,Pale-throated sloth,7.6,least_concern,50.77,three_toed,5.853,4.189
1163,Pale-throated sloth,5.925,least_concern,50.485,three_toed,4.806,3.348
1164,Pale-throated sloth,7.247,least_concern,47.991,three_toed,5.58,2.01
1165,Pale-throated sloth,6.804,least_concern,49.416,three_toed,5.15,5.286
1166,Pale-throated sloth,7.602,least_concern,47.146,three_toed,5.352,4.666
1167,Pale-throated sloth,8.199,least_concern,50.137,three_toed,3.863,5.702
1168,Pale-throated sloth,7.971,least_concern,49.577,three_toed,5.141,5.386
1169,Pale-throated sloth,7.441,least_concern,49.113,three_toed,3.876,4.388
1170,Pale-throated sloth,7.636,least_concern,49.203,three_toed,3.855,2.196
1171,Pale-throated sloth,8.602,least_concern,49.875,three_toed,4.155,4.945
1172,Pale-throated sloth,7.924,least_concern,50.065,three_toed,5.777,6.477
1173,Pale-throated sloth,7.817,least_concern,49.692,three_toed,4.443,5.919
1174,Pale-throated sloth,6.463,least_concern,49.462,three_toed,3.57,4.107
1175,Pale-throated sloth,7.841,least_concern,49.025,three_toed,5.924,5.713
1176,Pale-throated sloth,8.826,least_concern,48.108,three_toed,4.337,1.932
1177,Pale-throated sloth,8.216,least_concern,52.451,three_toed,4.374,3.395
1178,Pale-throated sloth,7.365,least_concern,50.171,three_toed,4.151,5.993
1179,Pale-throated sloth,6.655,least_concern,50.346,three_toed,6.245,7.477
1180,Pale-throated sloth,7.608,least_concern,48.942,three_toed,6.668,5.754
1181,Pale-throated sloth,7.605,least_concern,50.018,three_toed,4.619,6.303
1182,Pale-throated sloth,6.684,least_concern,48.969,three_toed,4.828,3.801
1183,Pale-throated sloth,8.883,least_concern,49.799,three_toed,3.843,3.168
1184,Pale-throated sloth,8.133,least_concern,50.258,three_toed,5.785,6.544
1185,Pale-throated sloth,7.298,least_concern,48.321,three_toed,6.438,5.045
1186,Pale-throated sloth,6.956,least_concern,48.481,three_toed,4.493,4.841
1187,Pale-throated sloth,8.616,least_concern,50.394,three_toed,4.83,4.566
1188,Pale-throated sloth,8.132,least_concern,49.726,three_toed,4.1,5.707
1189,Pale-throated sloth,6.904,least_concern,51.864,three_toed,6.35,5.664
1190,Pale-throated sloth,6.217,least_concern,50.666,three_toed,5.743,6.01
1191,Pale-throated sloth,7.056,least_concern,48.578,three_toed,4.815,4.441
1192,Pale-throated sloth,9.32,least_concern,51.833,three_toed,6.294,4.48
1193,Pale-throated sloth,7.597,least_concern,50.453,three_toed,4.986,5.537
1194,Pale-throated sloth,7.66,least_concern,51.37,three_toed,4.157,5.756
1195,Pale-throated sloth,8.4,least_concern,51.659,three_toed,4.965,4.883
1196,Pale-throated sloth,6.273,least_concern,48.753,three_toed,5.281,4.644
1197,Pale-throated sloth,8.368,least_concern,49.961,three_toed,4.866,5.024
1198,Pale-throated sloth,7.5,least_concern,49.889,three_toed,5.614,5.433
1199,Pale-throated sloth,8.257,least_concern,48.459,three_toed,5.235,3.946
1200,Pale-throated sloth,6.488,least_concern,48.601,three_toed,5.873,3.868
1201,Pale-throated sloth,6.663,least_concern,50.533,three_toed,5.826,5.527
1202,Pale-throated sloth,5.352,least_concern,49.778,three_toed,4.414,5.591
1203,Pale-throated sloth,9.049,least_concern,50.49,three_toed,5.599,5.241
1204,Pale-throated sloth,5.973,least_concern,50.266,three_toed,4.048,5.122
1205,Pale-throated sloth,7.015,least_concern,50.936,three_toed,5.716,6.678
1206,Pale-throated sloth,7.157,least_concern,48.89,three_toed,4.398,2.567
1207,Pale-throated sloth,7.464,least_concern,50.037,three_toed,5.574,5.303
1208,Pale-throated sloth,5.784,least_concern,51.357,three_toed,5.987,3.449
1209,Pale-throated sloth,6.949,least_concern,50.666,three_toed,4.129,3.045
1210,Pale-throated sloth,6.718,least_concern,51.1,three_toed,5.002,4.323
1211,Pale-throated sloth,10.39,least_concern,47.538,three_toed,5.479,3.811
1212,Pale-throated sloth,6.607,least_concern,50.555,three_toed,4.936,5.331
1213,Pale-throated sloth,7.278,least_concern,49.187,three_toed,5.877,4.011
1214,Pale-throated sloth,6.372,least_concern,52.389,three_toed,5.167,5.606
1215,Pale-throated sloth,8.965,least_concern,50.032,three_toed,4.276,4.316
1216,Pale-throated sloth,7.415,least_concern,51.528,three_toed,4.98,3.96
1217,Pale-throated sloth,7.175,least_concern,50.015,three_toed,5.908,3.087
1218,Pale-throated sloth,5.702,least_concern,49.413,three_toed,5.829,5.404
1219,Pale-throated sloth,5.768,least_concern,49.044,three_toed,5.291,6.327
1220,Pale-throated sloth,4.444,least_concern,49.956,three_toed,4.225,5.512
1221,Pale-throated sloth,6.908,least_concern,51.543,three_toed,4.676,5.884
1222,Pale-throated sloth,6.511,least_concern,48.541,three_toed,5.395,4.939
1223,Pale-throated sloth,9.056,least_concern,50.818,three_toed,5.274,5.941
1224,Pale-throated sloth,6.422,least_concern,50.94,three_toed,4.612,4.553
1225,Pale-throated sloth,7.552,least_concern,49.493,three_toed,3.196,5.106
1226,Pale-throated sloth,7.338,least_concern,50.529,three_toed,4.572,5.904
1227,Pale-throated sloth,7.175,least_concern,50.565,three_toed,7.134,5.978
1228,Pale-throated sloth,5.837,least_concern,50.305,three_toed,3.804,3.65
1229,Pale-throated sloth,6.055,least_concern,52.504,three_toed,4.736,3.709
1230,Pale-throated sloth,5.69,least_concern,50.194,three_toed,4.101,6.22
1231,Pale-throated sloth,7.352,least_concern,48.294,three_toed,5.629,5.842
1232,Pale-throated sloth,9.156,least_concern,49.117,three_toed,4.416,5.997
1233,Pale-throated sloth,8.115,least_concern,50.24,three_toed,5.674,4.699
1234,Pale-throated sloth,7.961,least_concern,50.749,three_toed,5.026,2.396
1235,Pale-throated sloth,8.181,least_concern,49.715,three_toed,6.036,5.596
1236,Pale-throated sloth,8.898,least_concern,50.73,three_toed,6.06,5.12
1237,Pale-throated sloth,6.915,least_concern,49.996,three_toed,6.179,4.577
1238,Pale-throated sloth,6.779,least_concern,50.986,three_toed,4.714,6.375
1239,Pale-throated sloth,7.118,least_concern,50.371,three_toed,5.557,5.08
1240,Pale-throated sloth,7.166,least_concern,49.701,three_toed,5.033,4.137
1241,Pale-throated sloth,8.398,least_concern,49.191,three_toed,3.745,3.151
1242,Pale-throated sloth,7.891,least_concern,48.442,three_toed,4.397,5.008
1243,Pale-throated sloth,6.779,least_concern,50.614,three_toed,5.846,3.365
1244,Pale-throated sloth,7.437,least_concern,50.808,three_toed,7.664,5.615
1245,Pale-throated sloth,7.193,least_concern,51.742,three_toed,5.097,5.162
1246,Pale-throated sloth,10.117,least_concern,49.958,three_toed,6.19,3.72
1247,Pale-throated sloth,7.773,least_concern,50.395,three_toed,5.91,4.682
1248,Pale-throated sloth,6.654,least_concern,49.698,three_toed,4.553,3.95
1249,Pale-throated sloth,7.886,least_concern,49.192,three_toed,3.969,5.53
1250,Pale-throated sloth,5.722,least_concern,51.121,three_toed,3.782,4.993
1251,Pale-throated sloth,6.724,least_concern,49.078,three_toed,3.094,4.726
1252,Pale-throated sloth,7.622,least_concern,50.36,three_toed,4.064,5.079
1253,Pale-throated sloth,6.457,least_concern,49.628,three_toed,4.461,4.173
1254,Pale-throated sloth,8.276,least_concern,49.896,three_toed,5.771,6.17
1255,Pale-throated sloth,7.147,least_concern,51.293,three_toed,5.761,4.892
1256,Pale-throated sloth,8.292,least_concern,50.551,three_toed,4.141,6.337
1257,Pale-throated sloth,6.751,least_concern,50.677,three_toed,4.271,3.921
1258,Pale-throated sloth,7.588,least_concern,51.863,three_toed,4.149,3.945
1259,Pale-throated sloth,8.703,least_concern,52.135,three_toed,3.49,4.383
1260,Pale-throated sloth,5.766,least_concern,49,three_toed,4.219,4.884
1261,Pale-throated sloth,8.506,least_concern,49.251,three_toed,4.144,6.506
1262,Pale-throated sloth,9.071,least_concern,50.495,three_toed,4.807,5.194
1263,Pale-throated sloth,6.32,least_concern,48.824,three_toed,5.502,2.641
1264,Pale-throated sloth,7.931,least_concern,50.211,three_toed,5.067,5.312
1265,Pale-throated sloth,7.33,least_concern,50.108,three_toed,5.955,5.007
1266,Pale-throated sloth,7.338,least_concern,51.015,three_toed,4.652,4.37
1267,Pale-throated sloth,6.968,least_concern,49.156,three_toed,5.496,3.76
1268,Pale-throated sloth,6.501,least_concern,51.487,three_toed,5.05,5.375
1269,Pale-throated sloth,8.431,least_concern,50.245,three_toed,3.879,4.256
1270,Pale-throated sloth,8.294,least_concern,50.347,three_toed,5.441,3.632
1271,Pale-throated sloth,6.745,least_concern,49.661,three_toed,4.369,5.884
1272,Pale-throated sloth,5.86,least_concern,49.863,three_toed,4.389,5.389
1273,Pale-throated sloth,6.423,least_concern,48.83,three_toed,5.401,3.169
1274,Pale-throated sloth,5.215,least_concern,49.473,three_toed,5.056,3.886
1275,Pale-throated sloth,6.416,least_concern,50.135,three_toed,3.733,4.086
1276,Pale-throated sloth,9.229,least_concern,48.123,three_toed,5.548,4.526
1277,Pale-throated sloth,8.679,least_concern,48.005,three_toed,4.543,3.939
1278,Pale-throated sloth,9.677,least_concern,49.111,three_toed,4.829,4.874
1279,Pale-throated sloth,7.511,least_concern,49.463,three_toed,5.608,3.468
1280,Pale-throated sloth,9.276,least_concern,50.115,three_toed,4.87,5.652
1281,Pale-throated sloth,7.735,least_concern,49.51,three_toed,3.121,5.145
1282,Pale-throated sloth,7.246,least_concern,49.399,three_toed,5.496,5.942
1283,Pale-throated sloth,7.555,least_concern,50.802,three_toed,5.16,6.317
1284,Pale-throated sloth,8.022,least_concern,50.327,three_toed,4.017,4.549
1285,Pale-throated sloth,7.692,least_concern,50.774,three_toed,3.01,6.127
1286,Pale-throated sloth,6.644,least_concern,49.654,three_toed,4.953,4.057
1287,Pale-throated sloth,7.745,least_concern,50.346,three_toed,6.631,3.981
1288,Pale-throated sloth,4.929,least_concern,49.379,three_toed,5.648,4.754
1289,Pale-throated sloth,7.108,least_concern,49.305,three_toed,5.682,4.262
1290,Pale-throated sloth,8.139,least_concern,49.842,three_toed,4.522,3.574
1291,Pale-throated sloth,7.43,least_concern,47.35,three_toed,3.264,4.39
1292,Pale-throated sloth,8.078,least_concern,49.279,three_toed,4.43,5.981
1293,Pale-throated sloth,7.641,least_concern,50.406,three_toed,6.781,6.358
1294,Pale-throated sloth,8.022,least_concern,50.643,three_toed,6.251,3.827
1295,Pale-throated sloth,6.719,least_concern,50.151,three_toed,4.976,5.01
1296,Pale-throated sloth,10.138,least_concern,49.534,three_toed,3.714,5.052
1297,Pale-throated sloth,7.445,least_concern,50.41,three_toed,5.08,4.2
1298,Pale-throated sloth,7.068,least_concern,51.746,three_toed,5.049,5.014
1299,Pale-throated sloth,7.665,least_concern,48.797,three_toed,3.048,5.546
1300,Pale-throated sloth,8.834,least_concern,51.36,three_toed,5.006,3.049
1301,Pale-throated sloth,7.701,least_concern,50.302,three_toed,6.119,4.134
1302,Pale-throated sloth,8.472,least_concern,50.725,three_toed,5.052,3.489
1303,Pale-throated sloth,8.264,least_concern,51.388,three_toed,6.282,4.688
1304,Pale-throated sloth,8.245,least_concern,49.46,three_toed,4.69,4.938
1305,Pale-throated sloth,9.542,least_concern,50.08,three_toed,5.436,4.126
1306,Pale-throated sloth,7.146,least_concern,51.245,three_toed,4.886,5.393
1307,Pale-throated sloth,8.682,least_concern,50.116,three_toed,3.925,4.927
1308,Pale-throated sloth,7.421,least_concern,49.463,three_toed,5.948,5.155
1309,Pale-throated sloth,6.176,least_concern,50.134,three_toed,3.332,3.54
1310,Pale-throated sloth,7.772,least_concern,50.637,three_toed,4.008,5.484
1311,Pale-throated sloth,7.341,least_concern,50.998,three_toed,5.443,5.705
1312,Pale-throated sloth,7.017,least_concern,51.299,three_toed,6.833,4.539
1313,Pale-throated sloth,6.089,least_concern,50.194,three_toed,4.139,4.917
1314,Pale-throated sloth,6.038,least_concern,48.548,three_toed,4.858,5.195
1315,Pale-throated sloth,7.799,least_concern,51.299,three_toed,4.982,3.681
1316,Pale-throated sloth,7.325,least_concern,49.121,three_toed,6.324,2.601
1317,Pale-throated sloth,6.363,least_concern,49.305,three_toed,3.148,4.989
1318,Pale-throated sloth,5.856,least_concern,49.308,three_toed,4.884,5.201
1319,Pale-throated sloth,8.421,least_concern,50.674,three_toed,5.908,4.155
1320,Pale-throated sloth,7.172,least_concern,49.686,three_toed,4.793,5.377
1321,Pale-throated sloth,8.711,least_concern,48.68,three_toed,4.889,3.918
1322,Pale-throated sloth,8.997,least_concern,49.621,three_toed,4.854,3.328
1323,Pale-throated sloth,7.079,least_concern,49.18,three_toed,5.406,6.154
1324,Pale-throated sloth,8.374,least_concern,50.19,three_toed,5.537,4.997
1325,Pale-throated sloth,6.774,least_concern,50.116,three_toed,3.701,4.116
1326,Pale-throated sloth,9.118,least_concern,51.046,three_toed,4.093,3.389
1327,Pale-throated sloth,7.266,least_concern,50.201,three_toed,5.494,6.906
1328,Pale-throated sloth,6.66,least_concern,51.454,three_toed,3.94,5.597
1329,Pale-throated sloth,6.454,least_concern,49.172,three_toed,4.434,5.351
1330,Pale-throated sloth,8.662,least_concern,50.566,three_toed,4.818,4.898
1331,Pale-throated sloth,7.682,least_concern,49.406,three_toed,4.164,5.519
1332,Pale-throated sloth,8.583,least_concern,49.615,three_toed,3.024,4.08
1333,Pale-throated sloth,5.765,least_concern,49.636,three_toed,5.609,3.231
1334,Pale-throated sloth,9.091,least_concern,52.169,three_toed,5.855,3.455
1335,Pale-throated sloth,6.632,least_concern,50.913,three_toed,4.602,6.153
1336,Pale-throated sloth,8.098,least_concern,50.483,three_toed,5.194,7.028
1337,Pale-throated sloth,6.08,least_concern,50.882,three_toed,5.491,4.879
1338,Pale-throated sloth,7.051,least_concern,50.782,three_toed,4.823,4.874
1339,Pale-throated sloth,7.179,least_concern,50.525,three_toed,4.546,5.052
1340,Pale-throated sloth,8.928,least_concern,50.601,three_toed,4.404,5.547
1341,Pale-throated sloth,7.851,least_concern,50.371,three_toed,6.065,4.641
1342,Pale-throated sloth,6.685,least_concern,50.116,three_toed,5.892,5.341
1343,Pale-throated sloth,7.047,least_concern,49.163,three_toed,5.079,3.752
1344,Pale-throated sloth,7.256,least_concern,52.371,three_toed,6.453,4.18
1345,Pale-throated sloth,5.236,least_concern,50.641,three_toed,4.369,4.917
1346,Pale-throated sloth,8.395,least_concern,49.527,three_toed,6.77,4.028
1347,Pale-throated sloth,7.919,least_concern,50.22,three_toed,3.918,4.815
1348,Pale-throated sloth,8.601,least_concern,49.438,three_toed,3.824,3.876
1349,Pale-throated sloth,7.09,least_concern,50.932,three_toed,4.686,5.082
1350,Pale-throated sloth,7.099,least_concern,48.852,three_toed,3.352,3.959
1351,Pale-throated sloth,7.19,least_concern,50.092,three_toed,5.258,6.108
1352,Pale-throated sloth,6.326,least_concern,49.545,three_toed,3.964,3.17
